Username,Forum Profile,Vendor Profile,Date Registered,Last Active,Signature,Personal Text,Custom Title,Location,Posts,Karma
SpanishFly,3929,48d6dac95e,2011/10/09 11:46,2013/10/03 17:21,"Spanish Fly feels the love
http://silkroadvb5piz3r.onion/silkroad/user/48d6dac95e

1g **PREMIUM** Uncut Cocaine - 
silkroadvb5piz3r.onion/silkroad/item/cf8ffaea71

5g **PREMIUM** Pakistani Hash  - 
http://silkroadvb5piz3r.onion/silkroad/item/097ae86b00",Spanish Fly feels the love,N/A,EU,230 (0.315 per day),+11/-1
bombolenat,54707,N/A,2013/02/12 09:24,2013/08/21 19:50,N/A,N/A,N/A,N/A,0 (0 per day),+0/-0
Seeds and Stuff,49218,bb9a5285aa,2013/01/07 20:01,2013/10/06 09:51,"I'm not talking about Jeremy Clarkson when I say top gear UK       

 http://silkroadvb5piz3r.onion/silkroad/user/bb9a5285aa",N/A,N/A,N/A,161 (0.588 per day),+11/-9
Florence Nightingale,53365,ea43b7ddf6,2013/02/02 22:23,2013/10/04 06:46,"Vendor linki: http://silkroadvb5piz3r.onion/silkroad/user/ea43b7ddf6

""The greatest service that can be rendered to any country is to add a 
useful plant to its culture.""","Low price, high quality Marijuana from Germany",N/A,Germany,69 (0.278 per day),+6/-0
No FE ever,25600,4f3f1e8eab,2012/07/03 01:44,2013/09/27 00:05,Vendor Page - http://silkroadvb5piz3r.onion/silkroad/user/4f3f1e8eab,N/A,N/A,N/A,196 (0.424 per day),+15/-6
FarmerBob,13594,d418b308bd,2012/03/05 08:00,2013/10/07 07:55,"------------------

FarmerBob - Homegrown Organic Weed
http://silkroadvb5piz3r.onion/silkroad/user/d418b308bd

------------------",N/A,N/A,USA,118 (0.203 per day),+20/-4
Burning Babylon,70301,bb9a215445,2013/05/16 14:37,N/A,"Project Athena: http://dkn255hz262ypmii.onion/index.php?topic=203247
Silk Road: http://silkroadvb5piz3r.onion/silkroad/user/bb9a215445
Vendor Thread: http://dkn255hz262ypmii.onion/index.php?topic=160527
Oneiros Distribution: http://dkn255hz262ypmii.onion/?action=profile;u=78232",N/A,N/A,Sweden,229 (1.579 per day),+20/-11
foxymeow,6611,N/A,2011/12/07 03:51,2013/01/29 23:47,"Are you feeling foxy right meow?

silkroadvb5piz3r.onion/silkroad/user/58748d92d1 ||
PGP: http://pastebin.com/Sqcw0GWt

Your source for professional NBOme's (c/d/i)",N/A,N/A,Miami,1081 (1.611 per day),+38/-11
Family,32918,bef5c22fb7,2012/09/01 00:50,2013/08/03 18:45,"Much Love
Family
My Listings - http://silkroadvb5piz3r.onion/silkroad/user/bef5c22fb7",N/A,N/A,N/A,55 (0.137 per day),+5/-2
eddiethegun,37717,67d632d99f,2012/10/11 00:24,N/A,"Surveillance/Counter-Surveillance Electronics:
http://silkroadvb5piz3r.onion/silkroad/user/67d632d99f

Security-Hardened, Dual-boot Laptops with any of over 200 laptop models:
http://silkroadvb5piz3r.onion/silkroad/item/3402b1a74c",N/A,N/A,N/A,389 (1.075 per day),+50/-17
DoctorNoname,56409,N/A,2013/02/25 10:45,2013/10/05 17:23,"Use encryption, if you need to contact me use doctornoname@safe-mail.net.
Review thread/key: http://dkn255hz262ypmii.onion/index.php?topic=131780.0
Some recipes and stuff: 
http://dkn255hz262ypmii.onion/index.php?topic=144692.0
Root Balm Thread: http://dkn255hz262ypmii.onion/index.php?topic=1624",UK Med Grade cannabis products & consulting,N/A,N/A,700 (3.111 per day),+117/-17
omnis,22187,d866b330e4,2012/05/31 16:19,2013/10/06 21:25,"PGP http://dkn255hz262ypmii.onion/index.php?topic=174.msg906974#msg906974
SR http://silkroadvb5piz3r.onion/silkroad/user/d866b330e4",enjoy consciousness,N/A,European Union,116 (0.234 per day),+27/-2
trava,21783,N/A,2012/05/27 11:07,2013/10/06 21:36,N/A,N/A,N/A,N/A,172 (0.345 per day),+12/-10
Trader Joes,37492,34a46ca91c,2012/10/09 07:13,N/A,"Vendor profile
http://silkroadvb5piz3r.onion/silkroad/user/34a46ca91c",N/A,N/A,N/A,100 (0.275 per day),+16/-27
missbliss,72941,54c5dbf379,2013/06/03 21:28,N/A,"SR Account - http://silkroadvb5piz3r.onion/silkroad/user/54c5dbf379
SR Review - http://dkn255hz262ypmii.onion/index.php?topic=167786.0
❤❤
Premium Purveyor of a215 Roxies!
❤❤
PGP/GPG key - 
http://dkn255hz262ypmii.onion/index.php?topic=174.msg1195972#msg1195972",have fun - much love - party safe,N/A,N/A,239 (1.882 per day),+27/-19
Tessellated,37698,93af9ae133,2012/10/10 22:35,N/A,"Potent and Clean LSD and MDMA, you will have so much fun! 
http://silkroadvb5piz3r.onion/silkroad/user/93af9ae133",LSD and MDMA Vendor,N/A,N/A,1108 (3.061 per day),+204/-62
MedicalM,45737,N/A,2012/12/11 02:57,2013/04/05 09:14,silkroadvb5piz3r.onion/silkroad/user/6f5e106996,N/A,N/A,Netherlands,30 (0.100 per day),+4/-1
Alexmack380,14872,798229e9d5,2012/03/19 01:08,2013/09/26 08:07,"The Secret Life of Alex Mack:
http://silkroadvb5piz3r.onion/index.php/silkroad/user/798229e9d5

BTC WITH NO FEE MONEY PAK EXCHANGE
pm for availability

CONTACT E-MAIL
alexmack380@safe-mail.net",N/A,N/A,N/A,158 (0.278 per day),+1/-22
sixteen0fiver,24792,b8c9997494,2012/06/25 01:43,2013/01/17 22:49,"SR VENDOR PAGE : 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/b8c9997494",N/A,N/A,N/A,73 (0.155 per day),+1/-6
Foxy,15989,N/A,2012/03/30 19:56,2013/08/13 18:44,"Quote from: Foxy

The Captchas ~KNOW~.",N/A,N/A,N/A,76 (0.136 per day),+12/-3
ThreeKings,43200,N/A,2012/11/21 12:28,N/A,"ThreeKings are up and runing on BMR and sheep !

http://5onwnspjvuk7cwvk.onion/index.php?p=viewUser&id=212352                
                       < BMR
http://sheep5u64fi457aw.onion/account/profile/0ba42fa9bf8d92e2dfae50a1d3ea0cf9  
         
Precursors and Steroids for you !",N/A,N/A,N/A,85 (0.265 per day),+4/-4
LightningBud,57346,9ed9f23228,2013/03/04 07:22,2013/09/09 16:47,Visit us at http://silkroadvb5piz3r.onion/silkroad/user/9ed9f23228,N/A,N/A,N/A,72 (0.330 per day),+2/-1
FUNKYMAMA,54456,7b45c63d6c,2013/02/10 19:14,2013/09/11 22:07,"SR Vendor Profile:
http://silkroadvb5piz3r.onion/silkroad/user/7b45c63d6c

My reviews at:
http://dkn255hz262ypmii.onion/index.php?topic=120846.0

See Vendor Profile For LATEST strain updates! Always have a variety of 
choices!!",N/A,N/A,N/A,88 (0.367 per day),+4/-5
rails,1178,84e89e6548,2011/07/08 08:45,2013/10/03 00:50,"Rails Vendor Page:   http://silkroadvb5piz3r.onion/silkroad/user/ab6a41875e

Rails Review Thread:  http://dkn255hz262ypmii.onion/index.php?topic=215016.0

Vertecc Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/84e89e6548

MDMA & Weed Coming Soon",The Great White North,N/A,N/A,26 (0.032 per day),+13/-0
~PuffBuddy~,4000,3ee749d068,2011/10/12 22:04,2013/02/03 07:28,"~~~~Come check us out and see our products at our Silk Road home page.~~~~

http://silkroadvb5piz3r.onion/silkroad/user/3ee749d068","Puff, Puff, Pass",N/A,"West Coast, USA",22 (0.030 per day),+4/-1
